"Genus","cancer_pos","cancer_neg","other_pos","other_neg","p_value","p_adjusted"
"Bppunalikevirus",0,137,0,1910,1,1
"Brachybacterium",1,136,19,1891,1,1
"Brachymonas",0,137,0,1910,1,1
"Brachyspira",0,137,10,1900,1,1
"Brackiella",0,137,0,1910,1,1
"Bracoviriform",0,137,0,1910,1,1
"Bracovirus",0,137,0,1910,1,1
"Bradymonas",0,137,0,1910,1,1
"Bremerella",0,137,0,1910,1,1
"Brenneria",1,136,2,1908,0.187729124453656,1
"Breoghania",0,137,4,1906,1,1
"Brevefilum",0,137,0,1910,1,1
"Brevidensovirus",0,137,0,1910,1,1
"Breznakiella",0,137,5,1905,1,1
"Brigitvirus",0,137,2,1908,1,1
"Bromovirus",0,137,0,1910,1,1
"Bronlikevirus",0,137,0,1910,1,1
"Brooklawnia",0,137,1,1909,1,1
"Brucella",10,127,305,1605,0.00464679243110502,0.209950530750836
"Brucepastera",0,137,13,1897,1,1
"Brussowvirus",0,137,0,1910,1,1
"Bryobacter",0,137,0,1910,1,1
"Buchavirus",0,137,1,1909,1,1
"Buchnera",28,109,839,1071,3.008254006858e-08,1.49510224140843e-05
"Buhlduvirus",0,137,0,1910,1,1
"Bulleidia",0,137,40,1870,0.107769468953032,1
"Buorbuivirus",0,137,0,1910,1,1
"Burrovirus",0,137,0,1910,1,1
"Burzaovirus",0,137,1,1909,1,1
"Buttiauxella",0,137,2,1908,1,1
"Butyricicoccus",0,137,0,1910,1,1
"Butyricimonas",0,137,76,1834,0.00841949492804041,0.335642696721463
"Butyrivibrio",0,137,58,1852,0.0301173102185281,0.864917469883303
"Bymovirus",0,137,0,1910,1,1
"C2likevirus",0,137,0,1910,1,1
"C5likevirus",0,137,0,1910,1,1
"Caballeronia",1,136,45,1865,0.364859697898725,1
"Cacepaovirus",0,137,0,1910,1,1
"Caedibacter",0,137,0,1910,1,1
"Caelumvirus",0,137,0,1910,1,1
"Caenibius",0,137,18,1892,0.627625674233752,1
"Caenimonas",0,137,0,1910,1,1
"Caenispirillum",0,137,0,1910,1,1
"Caeruleovirus",0,137,0,1910,1,1
"Cafeteriavirus",0,137,0,1910,1,1
"Caldalkalibacillus",0,137,0,1910,1,1
"Caldanaerobacter",0,137,0,1910,1,1
